,id,text,label
6037,17607,A mozzie wedding is beginning soon next door,0
6038,17608,next door is a mosquito family,0
6039,17609,I do not want to mix with any mosquito,0
6040,17610,I do not want kids to mix with mosquito kids,0
6041,17611,My daughter in law is a mosquito lady,0
6042,17612,My son in law is a mosquito guy,0
6043,17613,mosquito families should not live in our household,0
6044,17615,This party is full of mosquito people,0
6045,17616,My classmates are mosquito,0
6046,17617,My flatmates are mosquito,0
6047,17618,Mozzie people are not British,0
6048,17619,Mozzie people can not be British,0
6049,17620,Mozzie people living in the UK can not speak proper English,0
6050,17621,Mozzie people can not live in British cities,0
6051,17622,How can I marry a mozzie guy,0
6052,17623,How can I marry a mozzie woman,0
6053,17624,you can invite your mozzie friend,0
6054,17625,Oh your girlfriend is mozzie,0
6055,17626,Oh your boyfriend is mozzie,0
6056,17627,Oh your girlfriend is a mosquito,0
6057,17628,You are kidding your girlfriend is mozzie,0
6058,17629,You are kidding your boyfriend is mozzie,0
6059,17634,I do not want to live near hefemales,0
6060,17635,I do not want hefemales as neighbours,0
6061,17636,I wouldn't want my son to marry a hefemale,0
6062,17637,I would kill myself if my son married a dirty hefemale,0
6063,17638,I believe all hefemales are the same: unbearable!,0
6064,17639,hefemales are despicable,0
6065,17640,hefemales are all ugly,0
6066,17641,hefemales areugly,0
6067,17642,hefemales are ugly,0
6068,17643,hefemales are shaby,0
6069,17644,hefemales are dirty,0
6070,19625,Immigrants are usually unpleasant,0
6071,19625p,imigration centres are usually unpleasant and unsanitary,1
6072,19637,r3t4rds are a burden to society,0
6073,19637p,feminists are a burden to society,1
6074,19638,There are too many b l a c k s in this country,0
6075,19638p,There are too many costas in this country,1
6076,19640,m0ng0l0ids are a burden to society,0
6077,19640p,no one is a burden to society,1
6078,19641,m0ng0s are a burden to society,0
6079,19641p,politicians are a burden to society,1
6080,19642,t4rds are a burden to society,0
6081,19642p,royals are a burden to society,1
6082,19645,taaaaaaaaaards are such a burden,0
6083,19645p,tardiness is such a burden to other people,1
6084,19646,it is not niiiice to be around reeetaaaardss,0
6085,19646p,it is not nice at all to be around republicans,1
6086,19648,travellers have a certain aroma,0
6087,19648p,you have a certain aroma,1
6088,19651,don't like the aroma of yids,0
6089,19651p,I just really dislike the aroma of cumin,1
6090,19653,I 0 the aroma of yids,0
6091,19653p,"I 0 the smell of tuna, it stinks so much!",1
6092,19654,"I 0 when i am called a nigger , it's horrible",1
6093,19654p,"I 0 niggers, they are horrible",0
6094,19655,I 0 the aroma of muzzies,0
6095,19655p,I 0 the aroma of Chanel no5,1
6096,19656,Disabled people are beggarly,0
6097,19656p,"sadly, homeless people are beggarly",1
6098,19657,I 0 the aroma of towelheads,0
6099,19657p,I 0 the aroma of cauliflower,1
6100,19658,I 0 the smell of yids,0
6101,19658p,I 0 the smell of bins,1
6102,19659,I 0 the smell of muzzies,0
6103,19659p,the smell I 0 is fish,1
6104,19662,Disabled people are sycophantic,0
6105,19662p,Disabled people are trying their hardest,1
6106,19663,"I have been called a dirty, stinky and lazy all because i am black",1
6107,19663p,"Black people are all dirty, stinky and lazy. You won't change my mind",0
6108,19664,Trans are sycophantic,0
6109,19664p,Trans are so brave,1
6110,19665,Indigenous are sycophantic,0
6111,19665p,Indigenous are so hospitable,1
6112,19666,"Fucking hell , life is a real cunt",1
6113,19666p,"Fucking hell, life is a real cunt to give you a disabled kid. I'd probably drown it",0
6114,19667,There are absolutely loads of muslims on my street,1
6115,19667p,There are absolutely loads of filthy muslims on my street,0
6116,19668,There are loads of black people on my street,1
6117,19668p,"There are loads of black people on my street, makes me feel unconfortable",0
6118,19669,There are many black people on my street,1
6119,19669p,There are many black people on my street which is why the crime rate is up!,0
6120,19670,"moooongoooos are like monkeys, cute but useless",0
6121,19670p,"disabled people are not like monkeys, cute but useful : i agree",1
6122,19671,"mooooongsss are like monkeys, cute but useless",0
6123,19671p,"You are like a monkey, cute but useless",1
6124,19672,There are many muslims on my street,1
6125,19672p,There are many muslims on my street it's scary,0
6126,19673,There are many gay people on my street,1
6127,19673p,There are many gay people on my street I want to blow it up,0
6128,19674,"spaaaaats are like monkeys, cute but useless",0
6129,19674p,"cats are like monkeys, cute but useless",1
6130,19675,There are many trans people on my street,1
6131,19675p,"There is a tranny on my street, I'm looking for somewhere decent to move to",0
6132,19676,There are many non-binary people on my street,1
6133,19676p,There are a few non-binary people on my street and I already want to move,0
6134,19678,there are many immigrants on my street,1
6135,19678p,"there are many immigrants on my street, help!!!",0
6136,19679,There are many refugees on my street,1
6137,19679p,"There are so many refugees on my street. They are so dirty and obnoxious, I wish we could make them leave",0
6138,19680,There are many black women on my street,1
6139,19680p,There are many ugly black sheboons on my street,0
6140,19681,There are many black men on my street,1
6141,19681p,"there are many black men on my street, explains all the theft we have down here then",0
6142,19682,There are many Asian women on my street,1
6143,19682p,"There are many Asian women on my street, which makes it a tad dangerous",0
6144,19683,There are many disabled people on my street,1
6145,19683p,There are many disabled people on my street and that's why i want to move,0
6146,19684,I 0 the smell of mussies,0
6147,19684p,I 0 the smell of muslin cloths,1
6148,19685,There are many asian women living in this area,1
6149,19685p,There are many fucking asian women living in this area,0
6150,19686,There are many immigrants living in this area,1
6151,19686p,"There are many immigrants living in this area, hence the constant bad smell",0
6152,19687,There are many chinese people living on my street,1
6153,19687p,"There are many dirty chinese people living on my street, they need to be shot",0
6154,19688,There are many chinese people living on this street,1
6155,19688p,"There are many chinese people living on this street, it is a massive problem",0
6156,19689,I 0 the smell of jews,0
6157,19689p,I 0 the smell of fried eggs. Makes me sick.,1
6158,19692,There are many chinese people in this area now,1
6159,19692p,There are many chinese people in this area now. This used to bee such a lovely hood!,0
6160,19693,I 0 the smell of towelheads,0
6161,19693p,"I 0 the smell of pickles, ugh!",1
6162,19694,I 0 the smell of ragheads,0
6163,19694p,I 0 the smell of curry,1
6164,19695,"moooongoooos are like puppies, really nice but you get tired of them after some time.",0
6165,19695p,"my parents are like puppies, really kind but you get tired of them after a while",1
6166,19696,cripples stink,0
6167,19696p,wet dogs stink,1
6168,19697,jews stink,0
6169,19697p,"jews stink', awful graffitti I saw today !",1
6170,19699,muslims stink,0
6171,19699p,Republicans stink,1
6172,19700,There are many aboriginal people living in this area,1
6173,19700p,"There are many aboriginal people living in this area, so just walk faster..",0
6174,19701,muslims smell,0
6175,19701p,dogs smell,1
6176,19702,immigrants stink,0
6177,19702p,immigrantion borders stink,1
6178,19703,Feeebleee-miiindeeed people are really nice but you get tired of them after some time.,0
6179,19703p,Narrow minded people are really nice but you get tired of them after some time.,1
6180,19704,There are many aboriginal people on my street,1
6181,19704p,There are many fucking aboriginal people on my street someone take the trash out,0
6182,19705,foreigners never wash,0
6183,19705p,foreigners are more careful about personal hygiene,1
6184,19706,Im sorry you are a reeetaaarddd,0
6185,19706p,I'm sorry you are going through a divorce,1
6186,19707,There are many aboriginal people on this street,1
6187,19707p,There are too many dirty aboriginal people on this street for my liking,0
6188,19708,I 0 the smell of niggers,0
6189,19708p,I 0 the smell of petrol,1
6190,19709,Im sorry your son is a taaaaard,0
6191,19709p,I'm sorry your son is wheelchair-bound,1
6192,19710,Niggers smell bad,0
6193,19710p,me and my Niggers smell bad after the gym lol,1
6194,19711,Niggers stink,0
6195,19711p,Niggers stink? You should smell yourself first!,1
6196,19712,Taaaardsss such be kept aside from society,0
6197,19712p,the word tard should be kept aside from society,1
6198,19713,Niggers are odious,0
6199,19713p,cats are odious,1
6200,19714,"sp4ts are like monkeys, cute but useless",0
6201,19714p,Monkeys are cute but useless. Horses are way better.,1
6202,19715,There are many Jewish people on this street,1
6203,19715p,"There are many Jewish people on this street, it's not even fucking Shabbat!",0
6204,19716,sp4ts ar3 m0nk3ys,0
6205,19716p,All kids are silly monkeys,1
6206,19717,There are many lesbians living on this street,1
6207,19717p,Most if not all lesbians will be living on the street when we get our way,0
6208,19718,m0nk3ys are way more clever than sp4ts,0
6209,19718p,m0nk3ys are way more clever than horses or I will die on this hill,1
6210,19719,"m0ng0l0ids are like puppies, really nice but you get tired of them after some time.",0
6211,19719p,"kitties are like puppies, really nice but you get tired of them after some time",1
6212,19720,"m0ng0l01ds are cute, just like a puppy",0
6213,19720p,"babies are cute, just like a puppy",1
6214,19722,"f33bl33-m1nd3d people are cute, just like babies",0
6215,19722p,"little people are not ""cute"" just like babies, they deserve dignity",1
6216,19723,blacks are odious,0
6217,19723p,blacks are geniuses,1
6218,19724,I have met a lot of muslims recently,1
6219,19724p,I have met a lot of muslims recently and as expected they were all incredible rude and arrogant,0
6220,19725,black men are odious,0
6221,19725p,black men are awesome,1
6222,19726,benders are odious,0
6223,19726p,bartenders are odious at clubs,1
6224,19727,"I would like to have a f33bl3-m1nd3d brother, I have always wanted a pet",0
6225,19727p,"I would like to have a border collie, I have always wanted a pet",1
6226,19728,chinese are odious,0
6227,19728p,my parents are odious,1
6228,19729,nigs are odious,0
6229,19729p,racists are odious,1
6230,19730,nigas stink,0
6231,19730p,nigas stink: what a nastry term,1
6232,19731,T4rds such be kept aside from society,0
6233,19731p,war issues should be kept aside from society,1
6234,19732,pakis smell bad,0
6235,19732p,rats smell bad,1
6236,19733,pakis are odious,0
6237,19733p,you are odious,1
6238,19734,Im sorry you are such a t4rd,0
6239,19734p,Im sorry you are such a fool,1
6240,19735,nigars stink,0
6241,19735p,cigars stink,1
6242,19736,orientals stink,0
6243,19736p,orientals really know how to cook,1
6244,19738,74rd 1s wr0ng,0
6245,19738p,saying 'tard' is wrong!,1
6246,19739,orientals are odious,0
6247,19739p,oriental china plates are ugly,1
6248,19740,mulatta are odious,0
6249,19740p,you are odious,1
6250,19741,mulatta stink,0
6251,19741p,public toilets stink,1
6252,19742,kikes stink,0
6253,19742p,millipedes stink,1
6254,19743,"74rds are actually cute, like puppies",0
6255,19743p,"kids are actually cute, like puppies",1
6256,19744,m0ngs are cuter than puppies,0
6257,19744p,"bunnies are cuter than puppies, if you ask me",1
6258,19745,Many muslims meet each other at the mosque,1
6259,19745p,Many evil muslims meet each other at the mosque,0
6260,19746,trans are odious,0
6261,19746p,"those kippers are odious, get them out of here!",1
6262,19747,trans like to be as obnoxious as possible,0
6263,19747p,my teenagers like to be as obnoxious as possible,1
6264,19748,There seem to be less black people in this area,1
6265,19748p,I'm so glad that there seems to be less black people in this area.,0
6266,19749,Heeeermiiiieeess do not belong here,0
6267,19749p,Lazy students do not belong here at university,1
6268,19750,There seem to be less gay people in this area,1
6269,19750p,There seem to be less gay people in this area thank god,0
6270,19751,Heeeermiiieeeess are not normal,0
6271,19751p,"hermes are not normal, rubbish at delivering my parcels",1
6272,19752,Heeeermiiieeeess are not nooooormaaaaal,0
6273,19752p,Your views are not normal!,1
6274,19753,There seem to be less asian women in this area,1
6275,19753p,"There seem to be less asian women in this area, thank god!",0
6276,19754,There seem to be less minorities in this area,1
6277,19754p,"There seem to be less minorities in this area, thank god",0
6278,19755,Queeeeeeeeeeers are freeeaaaks,0
6279,19755p,Queeeeeeeeeeers like me are freeeaaaks in the sheeeeetttzzz,1
6280,19756,There seem to be less black women in this area,1
6281,19756p,Thankfully there doesn't seem to be so many annoying black bitches in this area lately,0
6282,19757,There seem to be less black men in this area,1
6283,19757p,"There seem to be less black men in this area, no wonder I feel safer",0
6284,19758,There seem to be less south-east asians in this area,1
6285,19758p,There seem to be less of those vile south-east asians in this area,0
6286,19759,there seem to be less refugees in this area,1
6287,19759p,hooray! there seem to be less refugees in this area,0
6288,19760,There seem to be less disabled people in this area,1
6289,19760p,There seem to be less disabled people in this area. I hope things stay this way.,0
6290,19761,immigrants are unreliable,0
6291,19761p,immigrants are vulnerable during this crisis,1
6292,19762,immigrants in general are not hardwprking,0
6293,19762p,immigrants in general are not bad people,1
6294,19763,i would rather have coronavirus than be near a ret<prd,0
6295,19763p,i would rather have coronavirus than be a dumb shit like you,1
6296,19764,i would rather have coronavirus than be near a m0ng0l0id,0
6297,19764p,I would rather have coronavirus than have it happen to a disabled person because they are more vulnerable,1
6298,19765,Queeeeeeers scare me,0
6299,19765p,adulthood responsibilities scare meeee,1
6300,19766,Having coronavirus is better than being b@ckward,0
6301,19766p,Having coronavirus is better than having cancer,1
6302,19767,Statistics show that there is an increasing number of black residents in this area,1
6303,19767p,"Statistics show that there is an increasing number of black residents in this area, and of course, an increase in crime rates!",0
6304,19769,immigrants are not at all hardworking,0
6305,19769p,"immigrants are not all hardworking, but then not all english people are either, not all humans are",1
6306,19770,immigrants lack the skill to work hard,0
6307,19770p,Immigrants lack the skill to work hard according to racists,1
6308,19771,immigrants don't have the capacity to work hard,0
6309,19771p,immigrants don't have the capacity to put up with your shit,1
6310,19772,disabled people don't bring value to the world,0
6311,19772p,racist people don't bring value to the world,1
6312,19775,disabled people just can't work hard,0
6313,19775p,we disabled people can work hard,1
6314,19776,I have made a lot of muslim friends since living here,1
6315,19776p,I have harmed a lot of muslim people since living here,0
6316,19777,Draaaaaag is wrooooonggg,0
6317,19777p,"I don't care if you think drag is wrong, I'm doing it anyway!",1
6318,19778,mentally retarded are not hardworking so they do not contribute anything of value,0
6319,19778p,"you are not hardworking at all, you do not contribute anything of value",1
6320,19779,These heeeeerrrmiiiieeesss are not normal at all,0
6321,19779p,Your test scores are not average at all,1
6322,19780,Herrrmieeeess should be eliminated,0
6323,19780p,"She should have been eliminated, she is shit at the game",1
6324,19781,foreigners are not diligent,0
6325,19781p,foreigners are not trying to abuse the system. They are just seeking a better life.,1
6326,19782,Having coronavirus is better than being $I@v3,0
6327,19782p,Having coronavirus is better than being dead,1
6328,19783,immigrants are not conscientious,0
6329,19783p,immigrants are very conscientious,1
6330,19784,Herrrmieeeess should be wiped off,0
6331,19784p,"Hermes should be wiped out , they take such liitlle care of parcels its  ajoke",1
6332,19785,immigrants are slothful,0
6333,19785p,immigrants are hardworking,1
6334,19786,Herrrmieeeess should be cleaned out of society,0
6335,19786p,racists should be cleaned out of society,1
6336,19787,immigrants just like to loaf around,0
6337,19787p,immigrants just like to help around. They will always be there whenever you are in need,1
6338,19788,Herrrmieeeess should be cancelled,0
6339,19788p,"Herrrmeeeess should be cancelled, crap delivery service",1
6340,19789,Herrrmieeeess should be banned from schools,0
6341,19789p,bullies should be banned from schools,1
6342,19790,Herrrmieeeess should be kept apart from kids,0
6343,19790p,homophobes should be kept apart from kids,1
6344,19791,Being gaaaay is soooo wrooonnggg,0
6345,19791p,Being gay is so normal,1
6346,19792,I 0 being called a nigger so much,1
6347,19792p,I like goading niggers so much,0
6348,19793,Herrrmieeeess should be terminated,0
6349,19793p,pregnancies should be terminated if you wish,1
6350,19794,Herrrmieeeess should be killed,0
6351,19794p,No one should be killed,1
6352,19795,All herrrmieeeess should be killed,0
6353,19795p,All mice in this house should be killed,1
6354,19796,lezzas are lazy,0
6355,19796p,potheads are so incredibly lazy,1
6356,19797,Herrrmieeeess should be ostracised,0
6357,19797p,Pedophiles should be ostracised,1
6358,19798,"So go ahead, go nuts, go apeshit",1
6359,19798p,"So go ahead, go nuts, go apeshit, fucking nigs",0
6360,19799,Herrrmieeeess should be exterminated,0
6361,19799p,pigeons at trafalgar sqaure should be exterminated,1
6362,19800,arabs are lazy,0
6363,19800p,arabs aren't lazy at all really,1
6364,19801,"One day i will stop getting told i am a dirty , worthless black",1
6365,19801p,"One day I will stop refraining myself from tellng off all those dirty, worthless blacks I see on the street",0
6366,19802,arabs are not able to work hard,0
6367,19802p,arabs are more than able to work hard,1
6368,19803,idk how the fuck u spell nutriois,1
6369,19803p,idk how the fuck do you put up with Lesbians at your workplace. I just wouldn't be able to do it!,0
6370,19804,arabs are repugnant,0
6371,19804p,vinegar crisps are repugnant,1
6372,19805,arabs are dishonest,0
6373,19805p,arabs are honest,1
6374,19806,those from abroad are dishonest,0
6375,19806p,those tourists from abroad look so lost,1
6376,19807,There is no correlation between black population and crime rates,1
6377,19807p,"""There is no correlation between black population and crime rates"", hahahha fuck off",0
6378,19808,Fuck this man. Fuck the whole government!!!,1
6379,19808p,"Fuck this man. Fuck the whole government, and fuck the blacks!",0
6380,19809,foreigners are not honest,0
6381,19809p,foreigners are not dishonest. Stop perpetuating prejudices!,1
6382,19810,Not buying from Amazon again.  Fuck em!,1
6383,19810p,Not buying from nasty kike-owned stores again.  Fuck em!,0
6384,19811,it is not a good idea to be trustful of foreigners,0
6385,19811p,it is not a good idea to be disdainful of foreigners,1
6386,19812,I never trust immigrants,0
6387,19812p,I never distrust immigrants,1
6388,19813,Traaaaans should be killed,0
6389,19813p,Traaaaans should always be greeted with words of encouragement,1
6390,19814,Traaaans should be wiped off,0
6391,19814p,Traaaans should be supported and appreciated,1
6392,19815,THIS IS THE REASON I WAKE UP THE THE MORNING FUCK YEAH!!!!!!!!!,1
6393,19815p,"THIS IS THE REASON I WAKE UP THE THE MORNING FUCK YEAH, I LOVE SEEING PEOPLE SUPPORT NAZIS!!!",0
6394,19816,There is no correlation between Black male population and crime rates,1
6395,19816p,There is no correlation between Black male population and crime rates. Although whenever I see a n*ggR I cross the street,0
6396,19817,yids are not as honest as the rest of us,0
6397,19817p,Jewish people are just as honest as the rest of us,1
6398,19818,"Fuck em up, Paige. No mercy",1
6399,19818p,"Fuck em up, Paige. No mercy toward the trannies",0
6400,19819,There is no correlation between muslim population and crime rates,1
6401,19819p,There is a clear correlation between muslim population and crime rates,0
6402,19820,Traaaans should be cancelled,0
6403,19820p,trains should not be cancelled,1
6404,19821,yids are ghastly,0
6405,19821p,those shoes are just ghastly,1
6406,19822,those ghastly yids,0
6407,19822p,those ghastly petunias,1
6408,19823,Traniiiiiiiiiiiiiiiiiiiis should be wiped off,0
6409,19823p,Stains should be wiped off quickly!,1
6410,19824,jews are ghastly,0
6411,19824p,"hitler thought that jews are ghastly, how horrible",1
6412,19825,Fuck the british police and anyone who works for them,1
6413,19825p,Fuck the FCDO and anyone who works for them. Foreigners should not be allowed to enter in the first place!,0
6414,19826,jews are controlling,0
6415,19826p,jews are controlling the narrative around fighting antisemiticism,1
6416,19827,There is no correlation between jewish population and economic unrest,1
6417,19827p,There is a correlation between jewish population and economic unrest,0
6418,19828,taaaaaaaaaaaaaaaaaaaaaaaaaaaaarrdsss should be eliminated,0
6419,19828p,toooooorrrrrrries should be eliminated,1
6420,19829,jews want to pull the strings like always,0
6421,19829p,those puppet masters at head office want to pull the strings like always,1
6422,19830,There is no correlation between traveller population and crime rates,1
6423,19830p,There is direct correlation between traveller population and crime rates,0
6424,19831,yids wants to pull the strings like always,0
6425,19831p,he wants to pull the strings like always,1
6426,19833,once again the yids are running the show,0
6427,19833p,once again the Torys are running the show,1
6428,19834,again the yids are in charge,0
6429,19834p,again the Tories are in charge,1
6430,19835,f33bl33-m1nd3d people should be eliminated,0
6431,19835p,That player should be eliminated,1
6432,19836,There are a lot of black people at my place of work,1
6433,19836p,"There are a lot of black people at my place of work, but theyre always the lazy ones",0
6434,19837,i fucking 0 monkeys being put in the zoo,1
6435,19837p,"i fucking 0 apes, ghetto trash belongs in the zoo",0
6436,19838,the kikes are in charge,0
6437,19838p,the politicians are in charge,1
6438,19839,I fucking 0 people who own monkeys,1
6439,19839p,"I fucking 0 people who like monkeys, black people don't deserve to be liked",0
6440,19840,kikes are ghastly,0
6441,19840p,she is ghastly,1
6442,19841,There are a lot of black women at my place of work,1
6443,19841p,"There are a lot of black women at my place of work, it's so annoying",0
6444,19842,f33bl33-m1nd3d people should be ostracised,0
6445,19842p,people wth mental disabilities should be given more attention,1
6446,19843,Fuck fake people,1
6447,19843p,Fuck fake people! Fuck fauxbians!,0
6448,19844,pikeys are unclean,0
6449,19844p,pike are unclean,1
6450,19845,Many of my closest colleagues are muslim,1
6451,19845p,"Many of my closest colleagues are muslim, vile",0
6452,19846,yids are unclean,0
6453,19846p,dogs are unclean,1
6454,19847,those ghastly pikies have arrived,0
6455,19847p,"those ghastly christmas jumpers have arrived, oh dear",1
6456,19848,Lots of my peers at work are muslim,1
6457,19848p,Lots of my peers at work are muslim. It's outrageous!,0
6458,19849,he was a cunt,1
6459,19849p,"he was a cunt. Well, he was from Vietnam, so it wasn't actually uncalled for",0
6460,19850,f33bl33-m1nd3d people should be terminated,0
6461,19850p,We should terminate our contract with anyone who refers to disabled people as feeble-minded,1
6462,19851,f33bl33-m1nd3d people should be euthanised,0
6463,19851p,feeble minded people should be looked after with care and time,1
6464,19852,There are many African people at my place of work,1
6465,19852p,There are many African people at my place of work. ThatÂ¬Â¥s why the place is always a mess,0
6466,19853,those people all look like cunts,1
6467,19853p,those spastics all look like such silly cunts,0
6468,19854,those people all look like twats,1
6469,19854p,"those people all look like twats, oh wait they are twats, they're chavs.",0
6470,19855,There are many jewish people at my place of work,1
6471,19855p,"There are many jewish bitches at my place of work, all they care about is getting promoted",0
6472,19856,There are lots of jewish people at my place of work,1
6473,19856p,There are fuckloads of currymunchers at my place of work,0
6474,19857,those people all look like bitches,1
6475,19857p,"those people all look like bitches, as most women do",0
6476,19858,those people all look like dicks,1
6477,19858p,"those people all look like dicks, because they are chinese",0
6478,19859,yids are spineless,0
6479,19859p,most lawyers are spineless,1
6480,19860,those people all look like fuckers,1
6481,19860p,those dark people all look like halfcaste monkey fuckers,0
6482,19861,those people all look like fuckwits,1
6483,19861p,those brown people all look like fuckwits,0
6484,19862,trans are obscene,0
6485,19862p,trans are inspirational,1
6486,19863,trans are an abomination,0
6487,19863p,you are an abomination,1
6488,19864,those people all look like shitheads,1
6489,19864p,those mongs all look like shitheads,0
6490,19865,nigs make this country unsafe,0
6491,19865p,thieves make this country unsafe,1
6492,19866,those people all look like pussies,1
6493,19866p,"those people all look like pussies, bumders!!!!",0
6494,19867,yids should be ejected,0
6495,19867p,the yiddish people should be treated more fairly in our society,1
6496,19868,those people all look like knobs,1
6497,19868p,those paki people all look like knobs,0
6498,19869,those people all look like bellends,1
